,index,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
782,1196.0,Versailles,SHOW,"The story of a young Louis XIV on his journey to become the most powerful monarch in Europe, from his battles with the fronde through his development into the Sun King.Â Historical and fictional characters guide us in a world of betrayal and political maneuvering, revealing Versailles in all its glory and brutality.",2015,TV-MA,54,tt3830558,7,16273
783,1197.0,The Edge of Seventeen,MOVIE,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",2016,R,79,tt1878870,7,120488
784,1198.0,60 Days In,Sin_informacion,"An unprecedented look at life behind bars at Indiana's Clark County Jail as seven innocent volunteers are sent to live among its general population for 60 days without officers, fellow inmates, or staff knowing their secret.",2016,TV-14,46,tt10112398,7,2616
785,1199.0,Steve Jobs,Sin_informacion,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.",2015,R,122,tt3565344,7,166288
786,1200.0,Sin_informacion,SHOW,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",2015,TV-14,42,tt4016454,6,121939
787,1201.0,Crazy Ex-Girlfriend,SHOW,"Rebecca Bunch is a successful, driven, and possibly crazy young woman who impulsively gives up everything - her partnership at a prestigious law firm and her upscale apartment in Manhattan - in a desperate attempt to find love and happiness in that exotic hotbed of romance and adventure: suburban West Covina, California.",2015,TV-14,42,tt4094300,7,19738
788,1202.0,A Silent Voice: The Movie,MOVIE,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",2016,PG-13,130,tt5323662,8,75132
789,1203.0,Medici: Masters of Florence,SHOW,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",2016,TV-14,54,tt5057130,7,18575
790,1204.0,PJ Masks,SHOW,"Connor, Greg and Amaya are normal kids by day, but at night they activate their bracelets, which link into their pajamas and give them fantastic super powers, turning them into their alternate identities: The PJ Masks. The team consists of Catboy (Connor), Gekko (Greg) and Owelette (Amaya). Together, they go on adventures, solve mysteries, and learn valuable lessons.",2015,TV-G,15,tt4148744,5,23794
791,1205.0,Marcella,SHOW,"Marcella is shocked to the core of her being when her husband Jason leaves her unexpectedly, confessing he no longer loves her. Heartbroken, Marcella returns to the Metâ€™s Murder Squad. Ten years ago Marcella gave up her fast-tracked police career to marry and devote her life to her family. With the abrupt end to her marriage and isolated from her 13 year old daughter and 10 year old son, Marcella throws herself into work to stop herself from falling apart.",2016,TV-MA,45,tt5269594,7,30373
792,1206.0,London Has Fallen,MOVIE,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",2016,R,99,tt3300542,5,155997
793,1207.0,Sin_informacion,MOVIE,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",2016,R,95,tt2091935,6,55118
794,1208.0,Bordertown,SHOW,"The story of DI Kari Sorjonen of the Serious Crime Unit in Lappeenranta, his family, and his investigations into a variety of harrowing homicides around the border area.",2016,TV-MA,59,tt4937942,7,10371
795,1209.0,Fauda,SHOW,"A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion.",2015,TV-MA,40,tt4565380,8,25239
796,1211.0,Christine,MOVIE,"The story of Christine Chubbuck, a 1970s TV reporter struggling with depression and professional frustrations as she tries to advance her career.",2016,R,115,tt4666726,6,14977
797,1212.0,El marginal,SHOW,An ex-cop entered a prison as convicted under a false identity in order to infiltrate within a group of prisoners that has just kidnapped the teenage daughter of an important national judge.,2016,TV-MA,54,tt5820976,8,3799
798,1213.0,Frontier,SHOW,"The chaotic and violent struggle to control wealth and power in the North American fur trade in late 18th century Canada. Told from multiple perspectives, Frontier takes place in a world where business negotiations might be resolved with close-quarter hatchet fights, and where delicate relations between native tribes and Europeans can spark bloody conflicts.",2016,TV-MA,46,tt4686698,7,20706
799,1214.0,BÄhubali: The Beginning,MOVIE,"The young Shivudu is left as a foundling in a small village by his mother. By the time heâ€™s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",2015,PG-13,159,tt2631186,8,117333
800,1215.0,The Cuba Libre Story,SHOW,"Recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",2015,TV-14,45,tt5319838,7,1583
801,2632.6921658986175,Hush,MOVIE,A deaf woman is stalked by a psychotic killer in her secluded home.,2016,R,82,tt5022702,6,123667
802,1217.0,ERASED,SHOW,"Satoru Fujinuma is a struggling manga artist who has the ability to turn back time and prevent deaths. When his mother is killed he turns back time to solve the mystery, but ends up back in elementary school, just before the disappearance of his classmate Kayo.",2016,TV-14,22,tt5249462,8,42699
803,1218.0,Flowers,SHOW,Dark comedy about the eccentric members of the Flowers family. Maurice and Deborah are barely together but yet to divorce. They live with Maurice's batty mother and their maladjusted twin children.,2016,TV-14,25,tt5619658,8,5468
804,1220.0,Love,SHOW,Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships.,2016,TV-MA,32,tt4061080,7,41362
805,1221.0,Gantz:O,MOVIE,"Somewhere in Tokyo, there is a room. In that room is a black sphere. Periodically, people who should otherwise have died are transferred to the room. There, the sphere gives them special suits and weapons, and sends them out on a mission to kill aliens here on Earth. While these missions take place, the rest of the world is largely oblivious to them. These missions are lethal - few participants survive them. The sphere calls the shots, and it's not the slightest bit nice. Its name... Gantz.",2016,NC-17,95,tt5923962,7,14501
806,1222.0,Unfriended,MOVIE,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",2015,R,82,tt3901018,5,73854
807,1223.0,Good Witch,SHOW,"Cassie Nightingale, Middletonâ€™s favorite enchantress, and her young-teenage daughter Grace, who shares that same special intuition as her mom, welcome Dr. Sam Radford and his son to town. When the New York transplants move in next to the Grey House, they are immediately spellbound by the mother-daughter duo next door, but Sam and Cassie quickly find they may not see eye to eye. With her signature charm, Cassie attempts to bring everyone together, ensuring all of Middleton is in for new changes, big surprises and, of course, a little bit of magic!

""Good Witchâ€ is based on Bellâ€™s beloved character Cassie, the raven-haired enchantress who kept audiences spellbound for seven installments of Hallmark Channel's longest-running and highest-rated original movie franchise of all time.",2015,TV-G,43,tt3906732,7,10392
808,1224.0,The Ranch,SHOW,"Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",2016,TV-MA,30,tt4998212,7,37890
809,1226.0,In a Valley of Violence,MOVIE,"The story of a drifter named Paul who arrives in a small town seeking revenge on the thugs who murdered his friend. Sisters Mary Anne and Ellen, who run the town's hotel, help Paul in his quest for vengeance.",2016,R,104,tt3608930,6,18452
810,1227.0,Wet Hot American Summer: First Day of Camp,SHOW,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",2015,TV-MA,30,tt4341672,7,23674
811,1228.0,Shooter,SHOW,Bob Lee Swagger is an expert marksman living in exile who is coaxed back into action after learning of a plot to kill the president.,2016,TV-14,41,tt4181172,7,35547
812,1230.0,Hap and Leonard,SHOW,"A darkly comic swamp noir story of two best friends set in the late 1980s. Based on the novels by Joe R. Lansdale, the series follows Hap Collins, an East Texas white boy with a weakness for Southern women, and Leonard Pine, a gay, black Vietnam vet with a hot temper.",2016,TV-MA,42,tt3729898,7,7577
813,1231.0,Glitch,SHOW,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,2015,TV-MA,52,tt4192782,7,17240
814,1234.0,Master of None,SHOW,"30-year-old New York actor Dev takes on such pillars of maturity as the first big job, a serious relationship, and busting sex offenders on the subway.",2015,TV-MA,32,tt4635276,8,72341
815,1235.0,Unbreakable Kimmy Schmidt,SHOW,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didnâ€™t think even existed anymore.",2015,TV-14,30,tt3339966,7,70242
816,1236.0,Under the Shadow,MOVIE,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.",2015,PG-13,84,tt4273292,6,27125
817,1237.0,Secret City,SHOW,"Beneath the placid facade of Canberra, amidst rising tension between China and America, senior political journalist Harriet Dunkley uncovers a secret city of interlocked conspiracies, putting innocent lives in danger including her own.",2016,TV-MA,50,tt4976512,7,7831
818,2632.6921658986175,Loving,MOVIE,"The story of Richard and Mildred Loving, an interracial couple, whose challenge of their anti-miscegenation arrest for their marriage in Virginia led to a legal battle that would end at the US Supreme Court.",2016,PG-13,123,tt4669986,7,34139
819,1239.0,Fuller House,SHOW,"D.J. Tanner-Fuller is a widow and mother of three. Things become too much to handle, so she asks for help from her sister Stephanie and her best-friend Kimmy.",2016,TV-Y7,27,tt3986586,6,27148
820,2632.6921658986175,Easy,SHOW,"This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture.Â First dates, friends with benefits, couples with kids. Whatever your relationship status is, it's always complicated.",2016,TV-MA,30,tt5562056,6,13569
821,1241.0,0.03,SHOW,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",2016,TV-MA,45,tt4922804,7,25077
822,1242.0,Making a Murderer,SHOW,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",2015,TV-14,62,tt5189670,8,93456
823,1243.0,The Danish Girl,MOVIE,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",2015,R,119,tt0810819,7,180805
824,1244.0,He Never Died,MOVIE,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,2015,R,99,tt3823012,6,19936
825,1245.0,Home,MOVIE,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize thereâ€™s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",2015,PG,95,tt2224026,6,100705
826,1246.0,BUNK'D,SHOW,"Siblings Emma, Ravi, and Zuri Ross leave their extravagant New York City penthouse once again to return to Camp Kikiwaka, a rustic summer camp in Maine where their parents met as teenagers.",2015,TV-G,24,tt4591680,5,23794
827,1248.0,Before I Wake,MOVIE,"In this intense and heart pounding supernatural thriller, Jessie (Kate Bosworth) and Mark (Thomas Jane) decide to take in a sweet and loving 8-year-old boy, Cody. Unbeknownst to them, Cody is terrified of falling asleep. At first, they assume his previous unstable homes caused his aversion to sleep, but soon discover why: Cody's dreams manifest in reality as he sleeps. In one moment they experience the incredible wonder of Cody's imagination, and in the next, the horrific nature of his night terrors. To save their new family, Jessie and Mark embark on a dangerous hunt to uncover the truth behind Cody's nightmares.",2016,PG-13,97,tt3176922,6,45243
828,2632.6921658986175,F is for Family,SHOW,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",2015,TV-MA,28,tt4326894,8,36050
829,1250.0,The Fundamentals of Caring,MOVIE,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016,R,97,tt2452386,7,70542
830,1252.0,Locked Up,SHOW,"Set up to take the blame for corporate fraud, young Macarena Ferreiro is locked up in a high-security women's prison surrounded by tough, ruthless criminals in this tense, provocative Spanish thriller.",2015,TV-MA,50,tt4524056,8,21388
831,1253.0,Batman: The Killing Joke,MOVIE,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",2016,R,72,tt4853102,6,55806
832,1254.0,Cop Car,MOVIE,Two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride.,2015,R,86,tt4209984,6,32547
833,1255.0,Bastille Day,MOVIE,"Michael Mason is an American pickpocket living in Paris who finds himself hunted by the CIA when he steals a bag that contains more than just a wallet. Sean Briar, the field agent on the case, soon realises that Michael is just a pawn in a much bigger game and is also his best asset to uncover a large-scale conspiracy.",2016,R,92,tt4649162,6,42763
834,1256.0,Sinister 2,Sin_informacion,A young mother and her twin sons move into a rural house that's marked for death.,2015,R,97,tt2752772,5,53733
835,1258.0,Zoo,SHOW,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",2015,TV-14,43,tt3250026,6,24479
836,1260.0,American Ultra,MOVIE,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",2015,R,96,tt3316948,6,89912
837,1261.0,Ajin,SHOW,"17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.",2016,TV-MA,24,tt5537534,7,6121
838,1263.0,Frequency,SHOW,Sin_informacion,2016,TV-14,18,tt5531470,7,13625
839,1264.0,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",2016,PG-13,103,tt2652118,6,19275
840,1265.0,Wanted,SHOW,"Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",2016,TV-14,45,tt5193358,7,5693
841,1266.0,Aquarius,SHOW,"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his â€œcause.â€ The name of that man is Charles Manson.",2015,TV-14,43,tt4744218,7,12112
842,1267.0,Roman Empire,SHOW,"This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",2016,TV-14,48,tt6233538,7,7539
843,2632.6921658986175,The Bye Bye Man,MOVIE,"When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",2016,PG-13,96,tt4032232,4,23588
844,1270.0,Degrassi: Next Class,SHOW,"Follow a group of high school freshmen, sophomores, juniors, and seniors from Degrassi Community School, a fictional school in Toronto, Ontario, as they encounter some of the typical issues and challenges common to a teenager's life.",2016,TV-PG,24,tt10947610,6,3205
845,1271.0,Beasts of No Nation,MOVIE,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",2015,R,137,tt1365050,7,80129
846,1272.0,The Disastrous Life of Saiki K.,SHOW,"Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, Kusuo Saiki finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free lifeâ€”a life where ignorance is bliss.",2016,TV-14,10,tt6354518,8,6649
847,1273.0,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,"When Mikazuki Augus, a young member of a private security company known as the CGS, accepts a mission to protect a young woman seeking to liberate the Martian city of Chryse from Earthâ€™s rule, he sets off a chain of events that threatens to send the galaxy back to war.",2015,TV-MA,24,tt5344382,7,1623
848,1274.0,Self/less,MOVIE,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,2015,PG-13,116,tt2157712,6,98127
849,1275.0,Collateral Beauty,MOVIE,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016,PG-13,97,tt4682786,6,23794
850,1276.0,Chef's Table,SHOW,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.",2015,TV-MA,50,tt4295140,8,15176
851,1277.0,Sin_informacion,SHOW,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",2016,TV-Y7,22,tt1734135,6,16509
852,1280.0,March Comes in Like a Lion,SHOW,"Rei is a 17-year old professional shÅgi player, who lives by himself, not having a real family, and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Hinata and Momo, and who also keep a numerous number of cats.",2016,TV-PG,25,tt6074794,8,2586
853,1282.0,The Forest,MOVIE,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2016,R,95,tt3387542,4,23794
854,1283.0,Demonic,MOVIE,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,2015,R,83,tt1841642,5,14882
855,1285.0,God Eater,SHOW,"In the early 2050s, unknown life forms called â€œOracle cellsâ€ begin their uncontrolled consumption of all life on Earth. Their ravenous appetite and remarkable adaptability earn them first dread, then awe, and finally the name â€œaragamiâ€. In the face of an enemy completely immune to conventional weapons, urban civilization collapses, and each day humanity is driven further and further toward extinction. One single ray of hope remains for humanity. Following the development of â€œGod Arcsâ€â€”living weapons which incorporate Oracle cellsâ€”their wielders are organized into an elite force.",2015,TV-14,23,tt5240222,7,1911
856,1286.0,Hyena Road,MOVIE,"Three different men, three different worlds, three different wars â€“ all stand at the intersection of modern warfare â€“ a murky world of fluid morality where all is not as it seems.",2015,R,120,tt4034452,6,23794
857,1288.0,Gilmore Girls: A Year in the Life,SHOW,"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",2016,TV-14,92,tt5435008,7,36359
858,1290.0,Ip Man 3,MOVIE,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",2015,PG-13,105,tt2888046,7,54128
859,2632.6921658986175,Rebellion,Sin_informacion,"A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.",2016,TV-14,51,tt4699982,7,3658
860,1292.0,The Windsors,SHOW,Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.,2016,TV-MA,27,tt5692740,7,2648
861,1294.0,Hip Hop Evolution,SHOW,"Hip-Hop today is a global culture that has changed music, dance, fashion, language â€”and even politics. But where did this worldwide cultural movement begin? We trace hip-hop back to its humble beginnings, when the kids of the Bronx crammed into house parties, rec rooms, and public parks to hear music like theyâ€™d never heard it before.",2016,TV-MA,48,tt6319696,8,5772
862,1295.0,The Get Down,SHOW,"In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",2016,TV-MA,62,tt4592410,8,22304
863,2632.6921658986175,ARQ,MOVIE,Two old friends living in a dystopic future become trapped in a mysterious time loop â€” one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.,2016,R,88,tt5640450,6,38463
864,1299.0,Dragons: Race to the Edge,SHOW,"Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",2015,TV-Y7,22,tt4816058,8,6161
865,1300.0,Ratchet & Clank,MOVIE,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",2016,PG,94,tt2870834,5,10764
866,1301.0,Dangal,MOVIE,"Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",2016,PG,161,tt5074352,8,180247
867,1302.0,Pee-wee's Big Holiday,MOVIE,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,2016,PG,90,tt0837156,6,7985
868,1304.0,Flaked,SHOW,"In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,TV-MA,32,tt4973548,7,23794
869,1305.0,A Very Secret Service,SHOW,"At the height of the Cold War in 1960, AndrÃ© Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",2015,TV-MA,27,tt4367560,7,3461
870,1306.0,Voltron: Legendary Defender,SHOW,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,2016,TV-Y7,24,tt5580664,8,8706
871,1307.0,Transformers: Robots In Disguise,SHOW,"Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",2015,TV-Y7,21,tt3604232,6,1048
872,1308.0,The Young Messiah,MOVIE,Sin_informacion,2016,PG-13,79,tt1002563,6,3542
873,1310.0,Lady Dynamite,SHOW,"A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses â€” and then finds â€” her s**t.",2015,TV-MA,30,tt4789300,7,3655
874,1311.0,No Tomorrow,SHOW,"When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,TV-14,47,tt1527428,7,5101
875,1312.0,Sin_informacion,MOVIE,An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.,2016,R,107,tt3963816,5,21929
876,1314.0,Greenleaf,SHOW,"The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquityâ€”greed, adultery, sibling rivalry and conflicting valuesâ€”that threatens to tear apart the very core of their faith that holds them together.",2016,TV-MA,42,tt4971144,7,5158
877,1315.0,Grizzy & the Lemmings,SHOW,"The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",2016,TV-Y7,7,tt6717058,7,579
878,1316.0,Our Brand Is Crisis,MOVIE,"Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",2015,R,108,tt1018765,6,22147
879,1317.0,The Ridiculous 6,MOVIE,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",2015,PG-13,119,tt2479478,4,47935
880,1318.0,Special Correspondents,MOVIE,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,2016,PG-13,100,tt4181052,5,23669
881,1319.0,Jem and the Holograms,MOVIE,"As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a one-in-a-million journey of discovering that some talents are too special to keep hidden. Four aspiring musicians will take the world by storm when they see that the key to creating your own destiny lies in finding your own voice.",2015,PG,119,tt3614814,4,7804
882,1321.0,Mindhorn,MOVIE,"A washed up actor best known for playing the title character in the 1980s detective show ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be real.",2016,R,89,tt4799064,6,12474
883,1322.0,The Do-Over,MOVIE,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,2016,PG-13,108,tt4769836,5,45146
884,1325.0,Zumbo's Just Desserts,SHOW,Australiaâ€™s very own Willy Wonka Adriano Zumbo and acclaimed British chef Rachel Khoo go in search of Australiaâ€™s sweetest home cooks. Amateur dessert makers from around the country will put their sweet baking skills to the test until the ultimate dessert king or queen is crowned.,2016,TV-14,52,tt7239256,6,2125
885,1329.0,Suffragette,MOVIE,Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.,2015,PG-13,106,tt3077214,6,41529
886,1332.0,Sinatra: All or Nothing at All,SHOW,"An up-close and personal examination of the life, music and career of the legendary entertainer. Told in his own words from hours of archived interviews, along with commentary from those closest to him, the documentary weaves the music and images from Sinatraâ€™s life together with rarely seen footage of his famous 1971 â€œRetirement Concertâ€ in Los Angeles. The filmâ€™s narrative is shaped by Sinatraâ€™s song choices for that concert, which Gibney interprets as the singerâ€™s personal guide through his own life.",2015,TV-14,122,tt3838978,8,2354
887,1335.0,By the Sea,MOVIE,"Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/cafÃ©-keeper and a hotel owner.",2015,R,122,tt3707106,5,20541
888,1337.0,The Adventures of Puss in Boots,SHOW,"The world's greatest feline fighter, lover and milk connoisseur is back in this original series filled with daring adventures, great boots, and laugh-out-loud fun! The entire family will be entranced by Puss' fantastical CG world filled with new characters, exotic locations and mystical tales that make up the stuff of legends. There's nothing that can get in this celebrated swashbuckling kitty's way...except maybe a hairball.",2015,TV-Y7,23,tt3807034,6,1696
889,1338.0,Last Chance U,SHOW,"In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,TV-MA,55,tt5863126,8,6789
890,1339.0,Molang,SHOW,"Molang is an affectionate and humorous perspective on the relationship between an eccentric, joyful and enthusiastic rabbit, and a shy, discreet and emotional little chick. Despite their many differences, these two enjoy a unique friendship. They have great times together ranging from the mundane to the extraordinary. Whether they're flying to the moon or merely watering the vegetable patch, Molang and Piu Piu experience unexpected, even unsettling situations. Tricky incidents and misunderstandings are soon transformed into opportunities for fun moments and humor, which Molang's friends are happy to come and share in.",2015,TV-G,3,Sin_informacion,8,346
891,1340.0,Signal,SHOW,â€¨Detectives from the present and a detective from the past communicate via walkie-talkie to solve a long-time unsolved case.,2016,TV-MA,71,tt5332206,8,6338
