,index,Titulo,Tipo,Descripcion,Año de lanzamiento,Clasificacion por edad,Duracion,imdb_usuario,imdb_puntuacion,imdb_votos
892,1341.0,Between,SHOW,Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.,2015,TV-14,25,tt4531748,6,9059
893,1342.0,Midnight Diner: Tokyo Stories,SHOW,An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.,2016,TV-14,28,tt6150576,8,4109
894,1344.0,Results,MOVIE,Sin_informacion,2015,R,105,tt3824412,5,7073
895,1346.0,Reply 1988,Sin_informacion,A nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,2015,TV-14,95,tt5182866,9,6557
896,1347.0,Sunny Bunnies,SHOW,"Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light.",2015,TV-Y,3,Sin_informacion,6,95
897,1349.0,Legends of the Hidden Temple,MOVIE,Three siblings who break away from a lackluster temple tour in a jungle finds themselves immersed in a real-life mission comprised of obstacles that they must complete in order to escape alive.,2016,PG,68,tt5333842,5,896
898,1350.0,Simon,SHOW,"Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,TV-Y,5,tt7699866,6,127
899,2632.6921658986175,Conspiracy,SHOW,Sin_informacion,2015,TV-14,43,tt4761054,6,367
900,1354.0,Spotless,SHOW,"In London, the life of Jean, a troubled crime scene cleaner, is turned upside down when his outlaw brother Martin crash lands into his world, entangling them in the deadly dynamics of organized crime.",2015,TV-MA,58,tt10800582,7,3635
901,1355.0,Message from the King,MOVIE,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",2016,R,102,tt1712192,6,16180
902,1357.0,Club de Cuervos,SHOW,"When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",2015,TV-MA,44,tt4680240,8,5514
903,1358.0,Little Things,SHOW,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.",2016,TV-MA,25,tt6522580,8,6461
904,1359.0,Care Bears and Cousins,SHOW,Care Bears and Cousins,2015,TV-Y,23,tt4680360,6,82
905,1360.0,Sleight,MOVIE,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.",2016,R,89,tt4573516,5,8644
906,1361.0,Middle School: The Worst Years of My Life,MOVIE,"Rafe has an epic imagination...and a slight problem with authority. Both collide when he transfers to an oppressive, rule-crazy middle school. Drowning in do's and don'ts, Rafe and his scheming best friend Leo hatch a plan to break every rule in the school's Code of Conduct. It's Ferris Bueller meets Home Alone as their battle with Principal Dwight explodes into chaos both real and imagined. But Dwight displays his own fiendish creativity, striking back at the rulebreakers. Meanwhile, Rafe struggles to hide his misbehavior from Jeanne, the straight-A, overachieving girl of his dreams, and at home, his mother's boyfriend -- a moochy, jack-of-no-trades named Bear -- threatens to become his stepfather.",2016,PG,79,tt4981636,6,8972
907,1362.0,Kuromukuro,SHOW,"When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",2016,TV-14,24,tt5895314,7,1265
908,1363.0,Rock the Kasbah,MOVIE,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",2015,R,100,tt3165590,5,11963
909,1364.0,Marseille,SHOW,The longtime mayor of Marseille is preparing to hand over the reins to his protÃ©gÃ© when a sudden and ruthless battle erupts for control of the city.,2016,TV-MA,46,tt4003966,6,5083
910,1365.0,Puffin Rock,SHOW,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Follow the pufflings on their adventures as they explore the wild island!",2015,TV-Y,11,tt3590338,8,891
911,1366.0,Chef's Table: France,SHOW,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,2016,TV-14,60,tt6088326,8,1723
912,1369.0,The Method,SHOW,"The main character is an extraordinary and mysterious person, at the  same time, he (Rodion Meglin) is an outstanding inspector. Rodion is  used to work alone in order to keep the secrecy of his unusual method.  Young graduate Esenya Steklova is eager to get the internship with the  glorious investigator but she could hardly expect the challenges she  would face while working with Rodion. Together they investigate the  cruelest crimes that took place in the history of Russian criminality.",2015,TV-MA,51,tt5135336,7,2784
913,1370.0,Skylanders Academy,SHOW,"Follow the heroic adventures of the Skylanders team, a group of heroes with unique elemental skills and personalities who travel the vast Skylands universe, protecting it from evil-doers and showing the next wave of Academy cadets how to do things the â€œSkylander way.â€",2016,TV-Y7,23,tt5916218,6,730
914,1371.0,Kevin Hart: What Now?,MOVIE,"In Universal Picturesâ€™ Kevin Hart: What Now?, comedic rock-star Kevin Hart follows up his 2013 hit stand-up concert movie Let Me Explain, which grossed $32 million domestically and became the third-highest live stand-up comedy movie of all time. Hart takes center stage in this groundbreaking, record-setting, sold-out performance of â€œWhat Now?â€â€”filmed outdoors in front of 50,000 people at Philadelphiaâ€™s Lincoln Financial Fieldâ€”marking the first time a comedian has ever performed to an at-capacity football stadium.",2016,R,79,tt4669186,5,9458
915,1372.0,Extraction,MOVIE,"When a former CIA operative is kidnapped by a group of terrorists, his son learns there is no plan for his father to be savedâ€”so he launches his own rescue operation.",2015,R,92,tt4382872,4,11180
916,1374.0,The Warriors Gate,MOVIE,"After a mysterious chest opens a gateway through time, teen gamer Jack is transported to an ancient empire terrorized by a cruel barbarian king. Jack will need all of his gaming skills as he battles to defeat the barbarian, protect a beautiful princess, and somehow find his way back home.",2016,PG-13,108,tt4652532,5,5057
917,1377.0,Incarnate,MOVIE,An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,2016,PG-13,91,tt3216348,5,12918
918,1379.0,Term Life,MOVIE,"If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016,R,79,tt2978102,5,7860
919,1381.0,Drishyam,MOVIE,"A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.",2015,R,163,tt4430212,8,79075
920,1383.0,John Mulaney: The Comeback Kid,MOVIE,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",2015,PG,62,Sin_informacion,7,8471
921,1384.0,"Can't Cope, Won't Cope",SHOW,"A darkly comic drama about two young women, as one of them starts to spiral out of control. Aisling used to getting her own way and Danielle, never one to hog the spotlight, is only too happy to go along with it. But things are changing. Reality is about to hit them, and hit them hard",2016,TV-MA,23,tt5674872,7,880
922,1387.0,Lego Bionicle: The Journey to One,SHOW,Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,2016,TV-Y7,17,tt5075942,5,170
923,1390.0,Inspector Gadget,SHOW,"When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.",2015,TV-Y,21,tt3910690,4,614
924,1392.0,Heidi,SHOW,"Knee-high to a grasshopper, Heidi, a young orphan brunette with curly hair and the face of an angel, is brought by her aunt to the Swiss Alps to live with her grand-father, a silent and solitary old man. Taking up the challenges of her new existence, she will display all her strength and natural resources to find her rightful place in a sometimes harsh and unfriendly environment. Whether in the magnificent mountain settings with Peter, the goatherd or shut away in a big mansion in Frankfurt with Clara, a disabled girl confined to a wheelchair, Heidi will learn the priceless value of friendship and mutual help. Like a ray of sunshine, Heidi lights up and soothes the hearts of people and animals around her, inspiring them with her enthusiastic, generous and wonderful zest for life. The essence of a positive heroine, Heidi goes through life in the present without ever losing her innocence and her free-spirited manners.",2015,TV-Y,27,Sin_informacion,7,23794
925,1393.0,True Memoirs of an International Assassin,MOVIE,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",2016,PG-13,98,Sin_informacion,5,22466
